id,celebrate,main,main_prep,stuff,cran,gravy,bruss,carr,caul,corn,cornb,fruit,gbean,mac,mash,roll,sqsh,veg,yams,side_oth,pie_apple,pie_buttermilk,pie_cherry,pie_chocolate,pie_coconut,pie_key,pie_peach,pie_pecan,pie_pumpkin,pie_yam,pie_none,pie_oth,dssrt_apple,dssrt_blond,dssrt_brown,dssrt_carr,dssrt_cheese,dssrt_cookie,dssrt_fudge,dssrt_ic,dssrt_peach,dssrt_none,dssrt_oth,travel,macy,kids_table,meet_up,friendsgiving,blck_fri,retail,work,environ,age,gender,total_hh_income,region
4337074360,1,Restaurant with various choices.,Restaurant with various choices.,Restaurant with various choices.,Restaurant with various choices.,1,0,1,0,1,0,1,1,0,1,1,1,0,0,,1,0,0,0,0,0,0,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,Restaurant with various choices.,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,21 or older,0,0,0,0,0,Rural,45 - 59,Male,"$125,000 to $149,999",South Atlantic
4337056155,1,Turkey,Roasted,Bread-based,Sorbet,1,1,1,0,1,0,0,0,0,1,1,0,0,1,,0,0,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,Pie,Thanksgiving is local--it will take place in the town I live in,0,21 or older,0,0,0,0,0,Suburban,60+,Female,"$100,000 to $124,999",East North Central
4336465404,1,Turkey,Roasted,Bread-based,Specialty store bought,1,1,0,0,0,0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is local--it will take place in the town I live in,1,10 or younger,0,0,1,0,0,Urban,60+,Male,"$75,000 to $99,999",Middle Atlantic
4336772456,1,Turkey,Baked,Bread-based,stuffing,1,0,0,0,0,1,0,1,1,1,1,1,0,1,,1,0,0,0,0,1,0,1,1,0,0,,0,1,0,1,1,0,0,0,1,0,,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,0,1,1,0,0,Urban,45 - 59,Female,"$25,000 to $49,999",South Atlantic
4336057426,1,Turkey,Roasted,Bread-based,trader joe's fresh cranberry relish and whole cranberry sauce,1,1,0,0,1,0,0,1,0,1,1,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,0,0,0,0,0,Suburban,60+,Female,"$100,000 to $124,999",Pacific
4336868990,1,Turkey,Baked,Bread-based,wine,1,0,0,0,1,0,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,0,10 or younger,1,1,1,0,0,Suburban,18 - 29,Female,"$25,000 to $49,999",East North Central
4336161556,1,I don't know,Roasted,Asian styled,None,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,,Thanksgiving is happening at my home--I won't travel at all,0,15,1,0,0,0,0,Suburban,18 - 29,Female,"$50,000 to $74,999",Pacific
4336620413,1,Turkey,Fried,Both bread and rice,None,1,1,0,1,1,0,0,1,1,1,1,1,0,1,,1,0,0,0,0,1,0,1,1,1,0,,0,0,1,0,0,0,0,1,0,0,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,21 or older,0,0,0,0,0,Suburban,18 - 29,Male,"$0 to $9,999",South Atlantic
4336967374,1,Turkey,Fried,"Chestnuts, sausage ",Homemade,1,1,1,0,1,0,0,1,0,0,0,1,0,1,,1,0,0,0,0,0,0,0,1,1,0,,1,0,1,0,0,0,0,0,1,0,,Thanksgiving is happening at my home--I won't travel at all,1,14,0,0,0,0,0,Suburban,60+,Male,"$175,000 to $199,999",Middle Atlantic
4336001546,1,Turkey,smoked,corn bread,Canned,1,0,0,0,0,1,0,1,0,1,1,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,Thanksgiving is happening at my home--I won't travel at all,0,21 or older,0,0,0,0,0,Rural,60+,Male,"$10,000 to $24,999",West South Central
4336931306,1,Turkey,Ronco,Corn bread dressing,Canned,1,0,0,0,0,0,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,1,1,0,0,Mincemeat ,0,0,0,0,0,0,0,0,0,0,pistachio ambrosia salad,Thanksgiving is happening at my home--I won't travel at all,0,12,0,0,0,0,0,Urban,30 - 44,Male,"$100,000 to $124,999",West South Central
4336808019,1,Turkey,Baked,corn meal stuffing,Canned,1,0,0,0,0,0,0,1,0,1,1,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,1,0,0,0,0,Suburban,45 - 59,Female,"$50,000 to $74,999",South Atlantic
4337044628,1,alternate turkey & ham,Baked,cornbread,Homemade,1,0,0,1,0,0,0,1,0,1,1,0,1,0,"plain sweet potatoes, brocolli, relish tray, oyster dressing",0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,"Triple Treat (butterscotch, cream cheese mix, and nut crust",Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,0,0,0,0,0,Rural,60+,Female,"$25,000 to $49,999",West North Central
4336989544,1,Turkey,Roasted,cornbread,Homemade,1,1,0,0,0,0,1,0,1,1,0,0,0,1,,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,1,0,0,0,1,0,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,10 or younger,0,0,0,0,0,Urban,60+,Male,"$25,000 to $49,999",Middle Atlantic
4336874555,1,Turkey,Roasted,cornbread,Homemade,1,1,0,0,0,0,0,1,0,1,0,1,0,1,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,,Thanksgiving is happening at my home--I won't travel at all,1,21 or older,1,0,0,0,0,Urban,45 - 59,Female,"$100,000 to $124,999",Middle Atlantic
4336776734,1,Turkey,Baked,cornbread,Canned,1,0,0,0,0,0,1,1,1,1,1,0,0,0,rice,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is happening at my home--I won't travel at all,1,21 or older,0,0,1,0,0,Urban,60+,Female,"$10,000 to $24,999",South Atlantic
4336592653,1,Turkey,Baked,Cornbread,Canned,1,0,0,0,1,1,0,1,0,1,1,0,1,1,Fieldpeas or crowders,1,0,0,0,0,0,0,1,0,0,0,Lemon,0,0,0,0,0,0,0,1,0,0,,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,0,0,0,0,0,Suburban,60+,Female,"$125,000 to $149,999",South Atlantic
4336548962,1,Turkey,Fried,Cornbread,Canned,1,0,0,0,1,0,1,1,0,1,1,1,0,1,,0,1,0,1,0,0,0,1,1,0,0,,0,0,1,0,0,0,0,0,1,0,,Thanksgiving is local--it will take place in the town I live in,0,12,1,1,1,0,0,Suburban,45 - 59,Female,"$25,000 to $49,999",West South Central
4336111339,1,Turkey,Roasted,cornbread,Homemade,1,1,0,0,1,0,0,0,0,1,1,0,0,1,,0,0,0,0,0,0,0,1,1,1,0,,0,0,0,0,1,0,0,0,0,0,bread pudding,Thanksgiving is local--it will take place in the town I live in,1,10 or younger,1,1,1,0,0,Urban,45 - 59,Female,"$100,000 to $124,999",Pacific
4335958653,1,Turkey,Baked,cornbread,Canned,1,0,0,0,0,0,1,0,1,0,1,0,1,1,broccoli,1,0,0,0,0,0,0,1,1,0,0,,0,0,0,1,1,0,0,0,0,0,,Thanksgiving is local--it will take place in the town I live in,1,21 or older,0,0,0,0,0,Urban,60+,Female,"$25,000 to $49,999",South Atlantic
4335951505,1,Turkey,Roasted,Cornbread,Canned,1,0,0,0,1,1,1,1,1,1,1,0,0,1,,1,0,0,0,0,0,0,1,1,1,0,,0,0,0,0,0,0,0,0,1,0,,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,0,0,1,0,0,Rural,45 - 59,Female,"$25,000 to $49,999",West South Central
4336333982,1,Turkey,Roasted,CORNBREAD AND BREAD MIX,Homemade,1,0,0,0,1,1,1,1,0,1,1,0,0,1,,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,0,0,0,0,0,Rural,60+,Female,"$25,000 to $49,999",East South Central
4337421462,1,Turkey,Roasted,cornbread based-I'm Southern,Homemade,1,1,0,0,0,0,1,1,0,0,1,1,1,1,,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,1,1,0,0,0,Suburban,30 - 44,Male,"$125,000 to $149,999",West South Central
4337112360,1,Turkey,Roasted,Cornbread-based,Canned,1,0,0,0,0,0,1,1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,"Pecan, Mincemeat",0,0,0,0,0,0,0,0,0,1,,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,0,0,0,0,0,Urban,60+,Female,"$75,000 to $99,999",South Atlantic
4336495665,1,Turkey, Cooked in bourbon and then smokes,Don't to do stuffingin bourbon and then smokes,Homemade,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,1,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,0,1,0,1,0,Urban,60+,Female,"$50,000 to $74,999",East North Central
4336841567,1,Both turkey and a vegetarian nut loaf,Baked,Either bread-based or none ,Homemade,1,0,0,0,0,0,0,0,0,1,1,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,Chocolate Oreo pudding cake,Thanksgiving is happening at my home--I won't travel at all,1,21 or older,1,0,0,0,0,Urban,30 - 44,Male,"$100,000 to $124,999",East North Central
4336761290,1,Turkey,Cooked on a Weber Charcoal Grill,Family recipe,Canned,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,0,0,1,0,0,,Thanksgiving is happening at my home--I won't travel at all,0,13,1,1,1,0,0,Rural,45 - 59,Male,Prefer not to answer,Middle Atlantic
4336611199,1,Turkey,Roasted,Fried Stuffing,Homemade,1,0,0,0,0,0,0,1,1,1,1,0,0,1,broccoli,1,0,0,1,1,0,0,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,0,0,1,0,0,Suburban,30 - 44,Female,"$125,000 to $149,999",East South Central
4336984164,1,Turkey,Roasted,Fruit based,Homemade,1,0,1,0,0,1,0,0,0,1,0,1,0,1,"I love brussel sprouts, but my mother doesn't- so no brussels at thanksgiving.",1,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,,Thanksgiving is out of town and far away--I have to drive several hours or fly,0,21 or older,0,1,0,0,0,Rural,30 - 44,Male,Prefer not to answer,New England
4336721418,1,Turkey,Baked,Gluten free bread based,None,1,0,0,0,1,0,1,1,0,1,1,1,0,1,,1,0,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,,Thanksgiving is local--it will take place in the town I live in,0,13,0,0,0,0,0,Suburban,45 - 59,Female,"$125,000 to $149,999",East North Central
4337435277,1,Turkey,Roasted,Gluten-Free Bread Based,Canned,1,0,0,0,1,0,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,0,0,0,0,0,Suburban,45 - 59,Male,"$50,000 to $74,999",New England
4336827663,1,Turkey,Roasted,GROUND MEAT ,Canned,1,0,1,0,1,0,1,1,0,1,1,0,0,1,,1,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,1,0,0,1,0,0,,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,0,0,1,0,0,Urban,45 - 59,Female,"$50,000 to $74,999",Middle Atlantic
4336554350,1,Turkey,Roasted,meat,None,1,0,0,1,1,0,0,0,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,1,0,0,0,0,Suburban,45 - 59,Male,"$200,000 and up",New England
4336829875,1,Turkey,Baked,Meat based,Canned,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Peas and a jello salad,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,0,0,0,1,1,Urban,45 - 59,Female,"$200,000 and up",South Atlantic
4336482823,1,Turkey,O,NI I dont,Homemade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,,,
4336496891,1,Turkey,Roasted,Oyster,Canned,1,1,1,0,1,1,1,1,0,0,0,1,1,1,,0,0,0,0,1,0,0,1,0,1,0,,0,0,0,0,0,0,0,1,0,0,,Thanksgiving is out of town and far away--I have to drive several hours or fly,1,13,1,0,1,0,0,Rural,45 - 59,Male,"$200,000 and up",South Atlantic
4336890668,1,Turkey,Baked,Potato based,Canned,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,,,
4336125524,1,Turkey,Roasted,"Sausage, Apple and Bread  dressing",Homemade,1,0,0,0,0,0,1,0,0,1,1,0,1,1,Brocolli & Corn Casserole AND  Homemade Noodles,0,0,0,0,0,0,0,1,0,0,0,Homemade Pumpkin Pie,0,0,0,0,0,0,0,0,0,0,Homemade Pumpkin Pie  and Pecan Pie,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,1,0,0,0,0,Urban,60+,Female,Prefer not to answer,Mountain
4336901039,1,Turkey,1 fried 1 roasted,Bread-based,Homemade,1,0,1,1,1,0,1,1,1,1,1,0,0,1,"ham, cheesecake, pies",1,0,0,0,0,0,0,0,1,0,0,,0,0,1,0,1,0,0,0,0,0,,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,1,1,0,0,0,Suburban,30 - 44,Male,"$25,000 to $49,999",South Atlantic
4337188006,1,always different,always different,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,0,1,0,0,0,Urban,30 - 44,Female,"$75,000 to $99,999",New England
4336326250,1,Turkey,"baked, grilled, fried",Bread-based,Homemade,1,1,0,0,0,0,0,1,0,1,1,1,0,1,,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is out of town and far away--I have to drive several hours or fly,1,10 or younger,0,0,0,0,0,Suburban,45 - 59,Male,Prefer not to answer,Middle Atlantic
4337380720,1,Prime Rib,Barbeque,None,None,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is happening at my home--I won't travel at all,1,21 or older,1,1,0,0,0,Urban,45 - 59,Male,"$125,000 to $149,999",Pacific
4337031019,1,Turkey,BBQ'd,Bread-based,Canned,1,0,1,0,1,1,0,1,0,1,1,1,1,0,,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,,Thanksgiving is local--it will take place in the town I live in,1,10 or younger,1,0,0,0,0,Suburban,18 - 29,Female,"$10,000 to $24,999",Mountain
4336827783,1,Steak,Broiled,Bread-based,Canned,1,0,0,0,0,0,0,1,0,1,1,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,0,0,0,0,0,Suburban,60+,Female,"$50,000 to $74,999",Middle Atlantic
4336790523,1,Turkey,fried,None,Homemade,1,1,0,0,1,1,0,1,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,,Thanksgiving is happening at my home--I won't travel at all,1,21 or older,0,1,0,0,0,Suburban,45 - 59,Female,Prefer not to answer,Middle Atlantic
4336643722,1,Turkey,Fried and one baked,Bread-based,Homemade,1,0,0,0,1,1,1,1,0,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,Strawberry cream,0,0,0,0,0,0,0,0,0,0,,Thanksgiving is out of town and far away--I have to drive several hours or fly,1,14,0,1,0,0,0,Suburban,30 - 44,Female,"$150,000 to $174,999",West South Central
4336471362,1,changes every year,grilled,None,Homemade,1,0,1,0,0,0,0,1,0,1,0,0,0,1,,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is local--it will take place in the town I live in,0,10 or younger,0,1,1,0,0,Suburban,60+,Male,"$25,000 to $49,999",Middle Atlantic
4336146440,1,steak,grilled,None,Canned,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,0,,Thanksgiving is happening at my home--I won't travel at all,1,10 or younger,0,0,1,0,0,Rural,45 - 59,Female,"$75,000 to $99,999",South Atlantic
4336892388,1,Chicken,Grilled,Bread-based,Canned,1,0,0,0,0,1,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is happening at my home--I won't travel at all,0,21 or older,0,0,0,0,0,Suburban,60+,Male,"$25,000 to $49,999",South Atlantic
4336838630,1,Turkey,Grilled,Bread-based,None,1,0,0,0,0,0,0,1,0,1,0,0,1,0,,1,0,0,1,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,0,0,,Thanksgiving is happening at my home--I won't travel at all,0,21 or older,0,0,0,0,0,Rural,45 - 59,Female,"$200,000 and up",South Atlantic
4336760341,1,Turkey,Grilled,Bread-based,Homemade,1,1,1,0,1,0,1,1,0,1,1,0,1,1,,1,0,0,0,0,0,0,1,1,0,0,,0,0,1,0,0,0,0,1,0,0,,Thanksgiving is out of town and far away--I have to drive several hours or fly,0,21 or older,0,0,0,0,0,Rural,18 - 29,Female,Prefer not to answer,New England
4336660839,1,Chicken,Grilled,Bread-based,Canned,1,0,0,0,0,0,0,1,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,,Thanksgiving is happening at my home--I won't travel at all,0,21 or older,0,0,0,0,0,Suburban,60+,Male,"$200,000 and up",Middle Atlantic
4336312523,1,Turkey,Grilled,Bread-based,Canned,1,0,0,0,1,1,0,0,0,1,0,0,0,0,Salad,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,1,21 or older,1,1,0,0,0,Urban,18 - 29,Female,Prefer not to answer,West South Central
4336062672,1,Turkey,grilled,Bread-based,Homemade,1,0,0,0,0,0,0,1,0,1,1,0,0,1,,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,pies,Thanksgiving is happening at my home--I won't travel at all,0,10 or younger,0,0,0,0,0,Rural,60+,Female,"$200,000 and up",Pacific
4335960847,1,Turkey,Grilled,Bread-based,Homemade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,,,
4336819043,1,seafood,grilled ,Bread-based,None,1,0,1,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,chocolate cake or coconut cake,Thanksgiving is happening at my home--I won't travel at all,0,12,0,0,1,0,0,Suburban,45 - 59,Female,"$150,000 to $174,999",East South Central
